Gender,AgeCategory,IncomeCat,Vicinity,TimeBrowse,RepeatCust,NoVisits,Sample,Tour,WeekDay,TimeofDay,WinePref,Purchase,Amount,Season,Hi Temp,Date,Month No
2,4,3,4,1,1,3,1,1,7,4,3,1,24.65,2,50,5/21/17 7:08 PM,5
1,1,5,4,2,1,4,1,1,4,3,1,1,13.59,2,40,5/22/17 5:13 AM,5
1,4,3,4,1,2,0,2,1,5,5,1,1,13.59,2,53,5/22/17 11:41 AM,5
1,4,4,4,4,2,0,1,2,5,2,3,1,13.59,2,38,5/23/17 7:19 AM,5
1,4,4,3,4,2,0,1,1,5,3,3,1,13.59,2,49,5/23/17 4:43 PM,5
1,2,6,1,3,2,0,1,1,2,3,1,1,24.65,2,35,5/24/17 7:37 AM,5
2,1,6,3,4,1,3,2,2,1,5,1,1,27.35,2,53,5/24/17 11:29 AM,5
1,1,2,3,2,2,0,1,2,7,4,1,1,13.59,2,47,5/24/17 9:05 PM,5
2,1,1,3,3,1,3,1,1,5,1,2,1,18.55,2,51,5/24/17 11:45 PM,5
2,1,3,3,2,1,4,1,1,5,1,1,1,24.65,2,39,5/25/17 6:15 PM,5
1,3,7,1,2,1,2,2,2,1,2,1,1,13.59,2,41,5/26/17 4:44 PM,5
2,5,4,3,3,1,1,1,1,3,3,1,1,24.65,2,38,5/26/17 9:50 PM,5
1,1,4,3,3,2,0,1,1,7,4,1,1,13.59,2,36,5/27/17 5:45 PM,5
1,1,5,4,3,1,1,1,2,5,2,3,1,13.59,2,49,5/28/17 4:56 PM,5
1,1,5,3,1,1,1,1,1,5,4,1,1,13.59,2,37,5/29/17 11:31 AM,5
2,5,3,3,1,1,2,1,2,7,5,1,1,24.65,2,55,5/30/17 5:26 AM,5
2,2,7,3,1,2,0,1,2,5,4,3,1,24.65,2,55,5/30/17 5:55 PM,5
1,2,1,3,4,2,0,2,1,1,1,3,1,13.59,2,55,5/31/17 4:10 PM,5
1,4,2,1,1,2,0,1,2,4,4,2,1,13.59,2,47,6/1/17 11:16 AM,6
1,5,8,4,1,2,0,2,2,1,4,3,1,13.59,2,38,6/1/17 2:03 PM,6
1,5,9,3,5,2,0,1,2,7,2,3,1,13.59,2,42,6/1/17 5:26 PM,6
1,6,2,3,2,2,0,2,1,5,4,2,1,13.59,2,52,6/1/17 6:37 PM,6
1,3,7,1,1,2,0,1,1,6,3,1,1,13.59,2,49,6/1/17 8:52 PM,6
1,2,3,3,2,2,0,1,1,3,4,1,1,13.59,2,55,6/2/17 3:22 AM,6
2,3,2,4,4,2,0,1,1,5,3,3,1,24.65,2,46,6/2/17 4:06 PM,6
1,2,6,4,2,2,0,1,1,1,1,1,1,13.59,2,54,6/2/17 5:51 PM,6
1,2,9,3,4,2,0,1,2,3,5,2,1,24.65,2,53,6/3/17 9:30 AM,6
2,6,6,3,5,2,0,1,1,1,1,1,1,24.65,2,41,6/3/17 10:49 PM,6
1,6,2,1,4,2,0,1,2,7,3,3,1,13.59,2,49,6/4/17 10:26 AM,6
1,1,7,3,5,1,1,1,1,6,4,2,1,13.59,2,45,6/5/17 7:32 AM,6
2,6,2,2,4,1,3,2,1,6,2,2,1,24.65,2,46,6/5/17 9:43 AM,6
2,6,7,2,5,2,0,2,2,5,1,3,1,11.14,2,43,6/5/17 12:54 PM,6
1,5,3,2,3,1,4,1,1,1,3,3,1,13.59,2,55,6/6/17 10:21 AM,6
2,4,4,4,1,2,0,1,2,5,3,1,1,51.58,2,44,6/7/17 8:48 AM,6
1,1,5,4,3,2,0,1,2,6,2,2,1,13.59,2,50,6/7/17 8:54 PM,6
1,3,5,2,1,1,2,1,2,5,1,1,1,13.59,2,49,6/7/17 9:58 PM,6
1,1,5,4,4,2,0,1,2,6,5,2,1,13.59,2,50,6/8/17 12:14 AM,6
2,5,7,1,4,2,0,2,2,5,1,1,1,21.27,2,45,6/8/17 2:15 AM,6
2,5,8,1,2,2,0,1,1,6,3,1,1,24.65,2,36,6/8/17 3:14 PM,6
1,5,5,3,3,1,4,1,1,4,1,3,1,13.59,2,51,6/9/17 1:30 AM,6
1,3,7,3,4,2,0,2,2,5,3,3,1,13.59,2,53,6/9/17 10:43 AM,6
1,4,2,1,2,2,0,1,1,5,1,1,1,13.59,2,49,6/10/17 6:05 AM,6
1,1,2,4,4,2,0,1,1,6,2,3,1,13.59,2,42,6/10/17 6:58 AM,6
2,5,2,4,1,1,2,1,1,7,2,1,1,94.01,2,40,6/11/17 12:44 AM,6
2,4,5,2,3,1,1,1,2,5,5,1,1,21.05,2,53,6/11/17 1:36 AM,6
1,4,3,3,3,2,0,1,2,5,1,1,1,13.59,2,41,6/11/17 6:02 AM,6
1,3,3,1,3,2,0,2,2,5,5,3,1,13.59,2,51,6/11/17 9:53 PM,6
1,4,7,3,4,2,0,1,2,6,1,3,1,24.65,2,41,6/12/17 1:14 AM,6
1,1,7,2,3,2,0,1,1,4,3,2,1,13.59,2,42,6/12/17 8:06 PM,6
2,2,4,4,2,1,2,1,2,7,5,1,1,80.47,2,37,6/13/17 3:24 PM,6
2,1,8,3,1,2,0,1,1,6,2,2,1,24.65,2,42,6/13/17 6:43 PM,6
2,2,5,4,3,2,0,1,2,2,1,2,1,24.65,2,44,6/14/17 2:19 PM,6
1,3,5,3,3,1,2,1,1,6,3,3,1,13.59,2,53,6/15/17 8:33 AM,6
2,6,3,1,2,1,3,2,2,2,4,3,1,80.95,2,49,6/15/17 6:54 PM,6
1,6,1,2,2,1,4,1,2,1,4,3,1,13.59,2,35,6/15/17 8:28 PM,6
2,2,9,4,2,1,2,1,1,1,5,1,1,24.65,2,35,6/16/17 12:32 AM,6
2,4,4,3,4,1,2,1,2,6,2,3,1,37.62,2,46,6/16/17 11:16 PM,6
2,5,8,3,1,2,0,1,2,2,5,1,1,24.65,2,46,6/17/17 9:43 PM,6
1,2,3,4,3,1,1,1,2,5,5,3,1,13.59,2,39,6/18/17 1:50 AM,6
1,5,7,1,5,2,0,1,1,3,5,2,1,24.65,2,48,6/19/17 12:05 AM,6
1,3,7,4,2,2,0,2,1,2,1,2,1,13.59,2,35,6/19/17 8:22 AM,6
2,3,2,4,4,1,1,1,1,1,3,1,1,58.64,2,46,6/20/17 8:15 AM,6
2,5,6,3,1,2,0,1,1,6,3,3,1,24.65,2,50,6/20/17 4:06 PM,6
1,1,5,2,4,2,0,1,2,3,2,1,1,13.59,2,46,6/21/17 6:28 AM,6
2,6,7,1,4,1,1,1,2,6,5,1,1,65.17,2,47,6/21/17 2:02 PM,6
2,2,8,1,1,1,1,1,2,6,2,1,1,24.65,2,43,6/22/17 3:18 AM,6
2,5,2,4,1,1,3,1,2,5,4,3,1,24.65,2,45,6/22/17 10:21 AM,6
2,3,3,2,3,2,0,1,1,1,2,1,1,14.38,2,45,6/23/17 6:27 AM,6
2,4,1,2,4,2,0,1,2,5,1,2,1,50.03,2,47,6/24/17 2:02 AM,6
1,6,4,2,5,1,4,1,1,6,3,3,1,13.59,2,42,6/24/17 4:55 PM,6
1,2,9,1,2,2,0,2,2,2,1,3,1,24.65,2,42,6/25/17 11:42 AM,6
1,4,3,4,4,2,0,1,2,1,1,2,1,13.59,2,54,6/26/17 3:11 AM,6
2,1,3,2,5,2,0,1,1,6,5,3,1,39.67,2,48,6/26/17 6:22 AM,6
1,1,8,2,1,2,0,1,1,1,2,2,1,13.59,2,48,6/26/17 8:33 AM,6
1,4,1,2,4,1,3,1,1,4,1,1,1,13.59,2,55,6/27/17 5:59 AM,6
2,2,8,4,2,1,2,1,1,3,2,1,1,70.95,2,40,6/27/17 7:08 PM,6
2,3,5,1,3,2,0,2,1,6,4,3,1,62.6,2,48,6/27/17 11:39 PM,6
1,2,4,3,3,1,3,1,2,6,2,3,1,13.59,2,46,6/28/17 6:54 AM,6
1,6,5,4,1,2,0,1,2,4,2,1,1,13.59,2,52,6/28/17 9:07 AM,6
2,1,4,1,1,2,0,1,1,1,3,2,1,57.48,2,36,6/28/17 2:05 PM,6
1,3,7,3,3,1,3,1,2,7,2,1,1,13.59,2,54,6/28/17 11:35 PM,6
2,5,7,2,2,1,4,1,2,5,2,3,1,83.12,2,50,6/29/17 6:32 AM,6
2,3,9,4,3,2,0,1,1,6,4,1,1,24.65,2,51,6/29/17 2:19 PM,6
1,5,2,2,4,2,0,1,2,5,2,3,1,13.59,2,42,6/29/17 9:02 PM,6
1,5,6,2,1,1,3,2,1,6,3,3,1,13.59,2,43,6/30/17 12:25 AM,6
1,2,3,4,5,2,0,1,1,1,3,2,1,13.59,2,35,6/30/17 10:52 PM,6
1,2,6,4,1,2,0,2,1,7,2,2,1,13.59,3,87,7/1/17 4:44 PM,7
1,4,1,1,3,2,0,1,1,6,5,3,1,13.59,3,77,7/2/17 8:00 AM,7
1,5,4,1,5,2,0,1,2,6,1,2,1,13.59,3,71,7/2/17 5:08 PM,7
2,2,1,3,5,1,1,1,1,6,4,3,1,24.65,3,90,7/2/17 6:01 PM,7
2,2,4,1,5,2,0,1,2,6,1,2,1,24.65,3,70,7/3/17 5:55 AM,7
1,3,6,2,1,1,2,1,2,7,4,3,1,13.59,3,73,7/4/17 3:44 AM,7
1,4,8,4,4,2,0,1,1,6,3,2,1,13.59,3,94,7/4/17 7:46 AM,7
1,2,7,4,1,1,4,2,2,5,2,3,1,13.59,3,82,7/4/17 9:58 AM,7
1,5,6,3,4,2,0,1,1,4,2,3,1,13.59,3,85,7/4/17 2:00 PM,7
1,2,5,4,1,1,2,1,2,5,3,1,1,24.65,3,87,7/5/17 1:57 PM,7
1,3,7,2,2,1,2,1,1,3,3,3,1,13.59,3,89,7/6/17 8:54 AM,7
2,6,5,3,5,2,0,1,1,7,5,1,1,76.7,3,91,7/7/17 3:40 AM,7
1,5,7,4,5,2,0,1,1,5,1,2,1,13.59,3,70,7/7/17 10:42 PM,7
1,4,1,4,4,1,4,1,1,7,1,3,1,13.59,3,70,7/8/17 1:50 PM,7
1,5,3,4,3,2,0,1,2,5,4,3,1,13.59,3,76,7/9/17 7:07 AM,7
1,2,9,4,1,2,0,2,2,5,2,2,1,13.59,3,85,7/9/17 8:18 PM,7
1,2,6,3,3,1,4,1,1,5,1,2,1,13.59,3,89,7/9/17 11:05 PM,7
2,4,8,2,1,1,1,1,2,5,2,2,1,24.65,3,80,7/10/17 9:30 AM,7
1,3,3,2,1,1,4,2,2,5,5,1,1,13.59,3,70,7/11/17 7:29 AM,7
2,1,1,2,5,1,1,1,1,5,2,3,1,24.65,3,77,7/11/17 12:09 PM,7
1,3,7,4,4,1,1,1,1,5,5,3,1,24.65,3,87,7/11/17 12:21 PM,7
2,4,3,3,4,2,0,1,1,3,5,3,1,65.27,3,83,7/12/17 5:00 AM,7
1,2,2,1,1,1,1,2,1,6,2,2,1,13.59,3,83,7/13/17 3:37 AM,7
1,6,5,1,3,1,3,1,2,2,5,1,1,13.59,3,87,7/13/17 8:20 PM,7
2,5,5,2,2,2,0,1,1,2,1,3,1,65.94,3,73,7/14/17 6:18 PM,7
2,4,5,1,1,1,2,1,2,2,1,2,1,24.65,3,90,7/14/17 8:32 PM,7
1,2,3,1,1,2,0,2,1,2,2,2,1,13.59,3,77,7/15/17 8:13 PM,7
1,6,6,3,2,2,0,1,1,6,2,2,1,13.59,3,90,7/16/17 6:30 AM,7
1,6,9,2,4,1,2,1,2,5,3,1,1,24.65,3,87,7/17/17 2:03 AM,7
2,3,5,1,4,2,0,2,1,1,1,2,1,81.14,3,92,7/17/17 3:21 PM,7
2,5,6,2,1,1,1,2,2,4,1,3,1,15.12,3,94,7/18/17 12:11 PM,7
1,4,6,3,4,2,0,1,2,7,1,2,1,13.59,3,86,7/18/17 3:24 PM,7
2,6,6,2,5,1,2,1,2,7,2,2,1,24.65,3,78,7/19/17 2:29 PM,7
2,3,3,1,4,1,2,2,1,1,2,1,1,24.65,3,84,7/20/17 2:05 PM,7
1,1,5,4,1,1,3,2,1,6,2,3,1,13.59,3,71,7/20/17 3:22 PM,7
1,6,6,1,4,2,0,1,1,7,2,1,1,13.59,3,93,7/21/17 5:16 AM,7
2,6,4,4,2,1,2,1,2,2,5,3,1,68,3,94,7/21/17 7:03 PM,7
1,5,9,4,1,2,0,1,2,3,1,1,1,13.59,3,72,7/22/17 2:33 AM,7
1,2,7,3,5,2,0,1,1,2,5,2,1,13.59,3,78,7/22/17 12:08 PM,7
1,2,9,3,3,2,0,2,2,3,4,1,1,13.59,3,75,7/23/17 5:00 AM,7
2,3,2,4,2,2,0,1,1,4,2,1,1,41.75,3,93,7/23/17 10:08 PM,7
1,5,4,2,2,2,0,1,1,2,5,1,1,13.59,3,73,7/24/17 12:02 AM,7
1,1,5,3,1,2,0,2,1,5,4,1,1,13.59,3,93,7/24/17 3:56 AM,7
2,4,4,3,4,1,2,1,1,4,5,3,1,10.87,3,89,7/24/17 1:36 PM,7
1,4,9,3,2,2,0,1,1,1,2,2,1,53.52,3,80,7/25/17 2:09 AM,7
1,3,9,2,3,1,4,1,2,3,2,2,1,13.59,3,93,7/25/17 9:37 AM,7
2,5,2,2,2,1,1,1,1,3,4,3,1,97.7,3,83,7/26/17 7:36 AM,7
1,4,1,2,5,1,2,1,1,5,1,1,1,13.59,3,85,7/26/17 7:21 PM,7
2,5,6,3,4,1,4,2,2,5,3,3,1,23.59,3,73,7/27/17 6:24 PM,7
2,2,6,4,4,2,0,2,2,2,1,3,1,24.65,3,77,7/28/17 11:33 AM,7
1,3,5,1,1,2,0,1,2,6,2,3,1,13.59,3,88,7/28/17 5:58 PM,7
2,1,8,4,2,2,0,1,1,1,5,2,1,94.96,3,77,7/29/17 12:58 PM,7
2,4,7,1,2,2,0,1,2,4,4,1,1,47.22,3,78,7/30/17 7:52 AM,7
1,6,4,3,1,2,0,1,2,4,2,2,1,13.59,3,71,7/30/17 10:44 PM,7
2,5,1,1,2,1,4,1,2,2,5,2,1,65.94,3,78,7/31/17 5:18 PM,7
2,2,4,3,5,1,1,1,1,5,1,1,1,24.65,3,79,8/1/17 5:08 AM,8
1,1,9,1,5,2,0,2,1,1,2,2,1,90.38,3,95,8/1/17 9:01 PM,8
1,5,3,2,2,2,0,1,1,5,2,2,1,13.59,3,72,8/2/17 12:01 AM,8
2,3,5,2,5,2,0,1,1,2,5,2,1,24.65,3,79,8/2/17 1:53 AM,8
1,2,7,1,2,2,0,1,1,4,1,3,1,13.59,3,73,8/2/17 7:42 PM,8
2,2,8,3,3,2,0,1,1,4,4,1,1,69.39,3,76,8/3/17 4:47 AM,8
1,1,1,3,3,1,4,1,1,1,4,2,1,13.59,3,78,8/4/17 12:17 AM,8
1,6,9,2,3,2,0,1,1,5,3,2,1,13.59,3,72,8/4/17 10:50 AM,8
1,1,2,2,5,2,0,1,1,1,2,1,1,13.59,3,84,8/5/17 10:42 AM,8
2,4,3,1,5,2,0,1,2,4,4,3,1,54.75,3,79,8/5/17 4:43 PM,8
1,1,5,2,3,2,0,2,2,2,1,1,1,13.59,3,94,8/6/17 3:38 AM,8
2,2,6,2,4,1,1,1,2,7,3,2,1,24.65,3,81,8/6/17 4:20 PM,8
1,5,2,1,5,2,0,2,2,6,2,2,1,13.59,3,82,8/7/17 2:18 PM,8
2,6,2,3,5,1,2,1,2,7,3,3,1,99.81,3,79,8/8/17 6:22 AM,8
2,3,7,4,2,2,0,1,1,1,5,1,1,20.49,3,71,8/8/17 11:28 PM,8
1,4,5,3,5,1,3,2,2,2,1,3,1,13.59,3,87,8/9/17 7:23 PM,8
2,5,6,3,5,1,3,2,1,3,2,2,1,24.65,3,91,8/10/17 8:32 AM,8
1,4,9,2,5,2,0,1,1,4,4,1,1,13.59,3,80,8/10/17 12:34 PM,8
1,2,7,4,3,1,3,1,1,4,4,2,1,24.65,3,95,8/10/17 6:37 PM,8
2,1,7,1,4,1,3,2,2,6,3,1,1,82.17,3,73,8/11/17 11:42 AM,8
1,4,3,2,5,1,1,2,1,2,3,3,1,13.59,3,86,8/11/17 1:10 PM,8
1,5,8,3,4,1,1,1,1,6,1,1,1,13.59,3,85,8/11/17 9:11 PM,8
1,3,6,3,5,1,2,1,1,6,3,2,1,13.59,3,82,8/12/17 5:26 AM,8
1,2,8,1,2,1,4,1,2,3,2,3,1,13.59,3,70,8/13/17 12:25 AM,8
2,3,1,1,1,1,2,2,1,4,4,3,1,24.97,3,92,8/13/17 12:48 AM,8
1,1,3,4,1,2,0,2,2,6,4,2,1,13.59,3,84,8/13/17 11:25 PM,8
1,4,7,3,4,2,0,1,2,6,4,1,1,13.59,3,90,8/14/17 9:14 AM,8
1,2,3,4,4,1,4,1,1,3,4,1,1,13.59,3,87,8/15/17 5:59 AM,8
1,6,1,3,1,2,0,1,1,3,2,1,1,13.59,3,89,8/15/17 6:05 AM,8
2,4,2,1,4,1,3,1,1,3,3,2,1,40.39,3,78,8/15/17 11:58 PM,8
2,5,7,1,4,2,0,1,1,3,3,2,1,24.65,3,80,8/16/17 5:20 PM,8
2,3,4,1,3,1,4,2,1,1,4,3,1,24.65,3,82,8/16/17 7:23 PM,8
2,6,3,2,1,2,0,1,1,2,3,2,1,24.65,3,82,8/17/17 2:48 AM,8
2,1,6,2,3,2,0,1,1,6,1,3,1,24.65,3,77,8/17/17 5:08 PM,8
1,2,2,1,2,2,0,1,1,1,1,1,1,24.65,3,93,8/17/17 6:58 PM,8
2,2,8,2,3,1,1,2,2,3,3,1,1,61.15,3,70,8/18/17 12:04 PM,8
1,6,9,1,5,2,0,2,1,2,2,1,1,13.59,3,74,8/19/17 11:52 AM,8
1,4,2,4,3,2,0,1,1,2,2,2,1,13.59,3,73,8/20/17 4:30 AM,8
1,4,2,3,3,1,2,1,2,6,1,1,1,13.59,3,80,8/20/17 12:01 PM,8
1,3,9,4,2,2,0,1,1,2,2,2,1,13.59,3,79,8/20/17 8:08 PM,8
1,3,2,3,5,2,0,2,1,2,4,3,1,13.59,3,83,8/21/17 4:26 AM,8
2,1,4,1,5,1,3,1,1,2,5,2,1,54.79,3,76,8/21/17 6:30 PM,8
1,3,9,4,2,1,1,1,1,7,2,2,1,13.59,3,86,8/22/17 12:40 PM,8
1,1,4,3,4,2,0,1,2,4,2,1,1,13.59,3,77,8/22/17 2:31 PM,8
1,1,8,2,3,1,3,2,2,2,3,2,1,13.59,3,81,8/22/17 5:19 PM,8
2,5,5,2,5,2,0,1,1,1,3,3,1,24.65,3,82,8/23/17 4:52 PM,8
1,1,4,1,5,1,3,2,1,3,5,1,1,13.59,3,88,8/24/17 12:30 AM,8
2,1,7,3,1,1,1,2,1,5,4,2,1,24.65,3,77,8/25/17 12:01 AM,8
1,5,2,1,2,1,4,1,2,6,3,1,1,13.59,3,86,8/25/17 4:30 PM,8
2,2,9,4,5,2,0,1,1,5,5,2,1,24.65,3,81,8/26/17 12:30 PM,8
1,5,9,4,2,1,2,1,1,6,4,1,1,13.59,3,85,8/26/17 1:55 PM,8
1,4,4,2,4,1,2,1,2,7,2,1,1,13.59,3,86,8/27/17 12:54 AM,8
1,4,8,1,2,2,0,1,1,4,4,1,1,13.59,3,85,8/27/17 6:40 AM,8
2,2,5,2,2,2,0,2,1,7,5,1,1,24.65,3,72,8/27/17 12:50 PM,8
2,4,4,2,2,1,2,1,2,2,4,2,1,24.65,3,93,8/28/17 8:33 AM,8
2,3,5,4,5,1,1,1,1,1,4,3,1,38.61,3,93,8/28/17 8:03 PM,8
2,5,7,3,3,1,1,2,1,6,4,1,1,24.65,3,93,8/29/17 7:03 AM,8
1,5,7,1,4,2,0,1,2,4,5,2,1,13.59,3,70,8/29/17 8:32 PM,8
1,2,2,1,4,2,0,2,2,6,1,3,1,13.59,3,89,8/30/17 1:07 PM,8
1,2,8,1,4,2,0,2,1,3,2,1,1,13.59,3,91,8/31/17 5:10 AM,8
1,2,6,1,4,2,0,1,1,1,4,2,1,13.59,3,84,8/31/17 9:09 PM,8
2,6,8,3,1,2,0,1,1,7,2,1,1,24.65,3,71,9/1/17 4:03 AM,9
1,4,3,4,2,1,3,2,1,6,2,1,1,13.59,3,92,9/1/17 7:44 PM,9
1,6,5,1,2,2,0,1,1,1,4,1,1,13.59,3,95,9/2/17 2:12 PM,9
2,2,5,4,1,1,3,2,2,2,5,1,1,24.65,3,75,9/3/17 1:03 PM,9
1,4,9,4,5,2,0,1,1,1,2,3,1,31.52,3,82,9/3/17 7:03 PM,9
1,5,4,2,2,1,3,1,2,3,3,1,1,13.59,3,72,9/3/17 7:50 PM,9
2,3,9,4,4,2,0,2,2,4,5,1,1,24.65,3,84,9/3/17 10:08 PM,9
2,5,8,3,1,1,3,2,1,5,5,1,1,44.12,3,85,9/4/17 1:29 PM,9
1,6,3,1,1,2,0,1,1,2,1,2,1,13.59,3,87,9/4/17 10:40 PM,9
2,1,3,3,3,1,4,1,1,2,2,2,1,24.65,3,94,9/5/17 3:56 PM,9
1,2,1,3,3,1,2,1,2,4,3,2,1,13.59,3,74,9/6/17 12:25 PM,9
1,3,5,3,2,2,0,1,1,2,2,3,1,13.59,3,74,9/6/17 7:32 PM,9
2,4,5,1,5,2,0,1,1,7,5,3,1,99.08,3,93,9/7/17 7:01 PM,9
2,2,3,3,3,2,0,2,1,5,1,1,1,69.96,3,76,9/8/17 9:04 AM,9
1,1,8,3,5,2,0,1,1,5,1,1,1,13.59,3,86,9/8/17 7:32 PM,9
2,6,7,1,4,1,1,2,1,1,3,2,1,24.65,3,89,9/9/17 12:57 AM,9
1,3,5,2,1,1,4,1,1,6,5,3,1,13.59,3,92,9/9/17 3:22 AM,9
1,5,4,3,2,2,0,1,2,6,4,3,1,13.59,3,73,9/9/17 5:38 PM,9
2,6,6,3,5,1,2,1,1,1,4,1,1,24.65,3,80,9/10/17 2:23 AM,9
1,5,6,1,2,1,4,2,1,7,1,3,1,13.59,3,85,9/10/17 5:48 AM,9
1,1,9,2,2,2,0,1,1,3,2,3,1,13.59,3,78,9/10/17 9:35 PM,9
1,1,2,3,3,1,2,1,1,5,2,2,1,13.59,3,92,9/11/17 2:39 AM,9
1,3,4,4,3,1,2,1,2,2,1,3,1,13.59,3,72,9/11/17 11:20 PM,9
1,6,4,4,4,2,0,2,2,3,2,3,1,13.59,3,72,9/12/17 3:38 AM,9
1,5,3,1,3,2,0,2,2,2,5,3,1,13.59,3,91,9/12/17 10:43 PM,9
2,5,6,1,2,2,0,1,1,1,3,3,1,14.56,3,90,9/13/17 8:35 AM,9
1,6,3,1,1,2,0,2,1,2,1,1,1,13.59,3,80,9/13/17 8:39 AM,9
1,6,4,3,5,2,0,2,1,4,1,2,1,37.95,3,79,9/13/17 9:56 PM,9
1,2,6,1,4,2,0,1,1,5,2,3,2,0,3,73,9/13/17 10:44 PM,9
1,2,8,2,3,2,0,1,2,5,1,2,2,0,3,94,9/14/17 5:32 PM,9
1,3,4,4,4,1,3,2,2,3,5,3,2,0,3,90,9/15/17 8:41 AM,9
2,5,7,1,1,2,0,1,2,1,1,2,1,24.65,3,95,9/15/17 2:56 PM,9
1,6,5,3,5,1,2,1,1,1,2,1,1,24.65,3,71,9/16/17 12:27 AM,9
2,1,1,2,2,1,2,1,2,2,5,3,1,73.36,3,81,9/16/17 1:10 AM,9
2,1,5,4,5,1,1,1,1,2,2,2,1,30.64,3,78,9/16/17 5:49 AM,9
2,6,3,4,2,1,3,1,1,5,5,1,1,24.65,3,88,9/17/17 3:15 AM,9
2,6,5,2,3,1,4,1,2,1,4,2,1,28.93,3,89,9/17/17 5:08 AM,9
1,4,8,1,5,2,0,2,1,7,1,2,2,0,3,81,9/17/17 9:50 PM,9
1,5,7,3,4,1,2,1,2,5,1,3,1,37.95,3,79,9/18/17 2:39 AM,9
2,2,2,2,2,2,0,2,2,7,2,1,1,24.65,3,92,9/18/17 11:32 AM,9
1,1,4,1,2,2,0,2,1,6,1,1,2,0,3,84,9/18/17 2:54 PM,9
2,3,7,2,5,2,0,2,1,2,1,2,1,24.65,3,86,9/19/17 11:52 AM,9
2,4,8,4,4,1,3,1,1,7,2,1,1,24.65,3,95,9/19/17 1:32 PM,9
1,6,4,3,2,2,0,2,1,5,5,2,1,37.95,3,87,9/20/17 5:32 AM,9
2,4,4,4,5,2,0,2,1,4,5,2,1,91.77,3,81,9/20/17 11:35 AM,9
1,4,4,4,2,1,1,2,2,2,1,1,2,0,3,89,9/20/17 11:29 PM,9
2,3,7,4,4,1,2,1,1,5,1,3,1,98.76,3,81,9/21/17 5:18 AM,9
2,1,3,4,2,2,0,2,2,6,4,1,1,19.41,3,92,9/21/17 7:06 AM,9
1,6,7,4,4,2,0,1,2,6,5,2,2,0,3,71,9/21/17 11:49 PM,9
1,5,2,1,4,1,1,2,2,4,3,2,1,94.21,3,84,9/22/17 12:50 AM,9
2,2,5,1,5,2,0,1,1,4,4,3,1,44.22,3,83,9/22/17 8:25 AM,9
1,1,9,4,2,2,0,2,1,4,3,3,2,0,3,95,9/22/17 7:57 PM,9
1,5,3,3,2,2,0,2,1,2,1,1,1,37.95,3,84,9/23/17 8:45 AM,9
1,2,9,2,1,2,0,1,2,2,5,1,2,0,3,94,9/23/17 9:56 PM,9
2,5,4,3,2,1,1,1,2,5,3,3,1,24.65,3,88,9/23/17 10:40 PM,9
1,1,6,4,5,2,0,2,1,4,1,3,2,0,3,89,9/24/17 4:13 PM,9
1,6,3,3,2,2,0,2,1,5,2,1,1,37.95,3,70,9/25/17 1:32 AM,9
2,5,6,1,2,1,4,1,1,2,1,2,1,11.03,3,72,9/25/17 11:19 PM,9
2,6,4,1,2,1,2,1,1,2,4,3,1,39.59,3,83,9/26/17 2:00 AM,9
2,5,3,4,3,2,0,2,2,6,5,3,1,24.65,3,82,9/26/17 7:56 PM,9
2,2,2,3,3,1,2,2,1,3,5,1,1,13.77,3,81,9/27/17 9:25 AM,9
1,2,6,4,1,1,3,2,2,5,5,1,2,0,3,89,9/28/17 8:46 AM,9
1,6,5,3,3,2,0,1,2,6,3,3,1,37.95,3,91,9/28/17 3:51 PM,9
2,1,8,2,2,1,3,2,1,4,1,2,1,24.65,3,87,9/29/17 1:19 AM,9
1,3,2,3,3,2,0,2,2,2,2,2,1,37.95,3,80,9/29/17 3:53 AM,9
1,4,8,3,3,2,0,1,1,4,4,3,1,37.95,3,78,9/30/17 3:04 AM,9
1,3,2,3,3,1,4,1,1,6,1,3,1,37.95,4,75,10/1/17 12:02 AM,10
2,4,8,4,4,1,4,1,1,4,2,2,1,24.65,4,72,10/1/17 6:54 PM,10
1,2,4,2,2,2,0,2,2,6,5,1,2,0,4,61,10/2/17 4:46 PM,10
1,2,2,3,1,1,3,1,2,2,5,2,1,37.95,4,66,10/3/17 4:44 PM,10
1,3,7,1,3,1,3,1,1,5,1,3,2,0,4,61,10/3/17 8:15 PM,10
1,2,8,3,5,2,0,1,1,1,1,3,1,37.95,4,62,10/4/17 4:44 PM,10
1,3,2,3,2,1,4,1,2,7,5,1,1,37.95,4,71,10/5/17 9:28 AM,10
2,2,2,3,4,2,0,1,1,5,1,3,1,24.65,4,65,10/5/17 11:44 AM,10
2,5,8,4,1,2,0,2,2,4,5,1,1,24.65,4,62,10/6/17 10:32 AM,10
1,5,4,2,5,2,0,1,1,2,4,3,2,0,4,73,10/6/17 4:34 PM,10
1,5,8,4,4,2,0,2,1,4,5,3,1,54.19,4,71,10/7/17 12:17 PM,10
1,1,8,3,5,2,0,1,1,3,3,1,1,37.95,4,70,10/7/17 9:15 PM,10
2,5,3,3,2,2,0,1,1,6,1,1,1,24.65,4,58,10/8/17 4:55 AM,10
1,6,3,4,5,2,0,2,1,7,4,1,2,0,4,55,10/8/17 8:09 AM,10
2,6,9,1,3,1,3,1,1,5,1,1,1,24.65,4,63,10/8/17 11:20 PM,10
1,1,6,4,1,1,2,2,1,4,4,3,2,0,4,56,10/9/17 4:37 PM,10
